"1000","3000","10000","30000","100000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
56651.2,56651.2,56651.5,56651,56656.8,56651.5,56652,56653,56652,56651.5,56650.25,56650.25,56650.25,56651.5,56652.25,56654.25,56654.75,56654.5,56654.5,56654.5,56655.25,56656.5,56658.75,56656.5,56654.25,56652,56653.2
56651.2,56650.2,56653,56652.5,56658,56651.25,56651.25,56653,56652,56652.25,56653,56654.5,56655.75,56655.75,56655.75,56655.25,56655.25,56655.25,56655.75,56655.75,56657,56658.25,56659,56657.75,56657.75,56653.2,56650.6
56650,56647.8,56650.2,56650.2,56658.2,56650,56648.75,56648.25,56650,56649.5,56649.75,56650,56651.5,56651.5,56652.75,56654,56654.25,56654.5,56654.5,56654.5,56655,56655,56654,56654.25,56651.25,56650.6,56670.8
56671,56671,56670.8,56668.5,56673.2,56670.75,56670.75,56670.75,56670,56670.5,56668.5,56669.75,56671.5,56671.25,56670.5,56671,56671,56671,56671,56670.5,56670,56670.5,56670.25,56667.25,56667.75,56670.8,56670.1
56671,56671,56669.2,56671.5,56671.5,56670.75,56670.75,56669.25,56668.75,56669.25,56669.75,56668.5,56668.75,56669.25,56669.25,56667.5,56667.5,56666.5,56662.5,56663.25,56663,56663,56663.75,56664.25,56661.5,56670.1,56660.8
56659.8,56659.8,56661.5,56662.5,56667.5,56659.5,56658.5,56659.5,56660,56659.25,56659.5,56658.75,56659.25,56660,56659.75,56660.25,56660.5,56661,56661,56661.75,56661,56661,56660.75,56662.25,56661.75,56660.8,56660.1
56659.8,56659.8,56661.2,56661.8,56664,56659.5,56658.5,56659.25,56659.75,56658,56658,56658.25,56659.25,56659.25,56658.25,56657.75,56659,56658.25,56658.25,56660,56660.25,56660,56659.5,56660.75,56659.5,56660.1,56648.5
56645.8,56645.8,56650,56652.8,56651,56645.5,56644.5,56647.5,56649,56649.75,56648.75,56648.25,56649,56648.5,56651,56651.5,56651,56651,56650,56651.5,56651.5,56652.25,56650.5,56651,56652.5,56648.5,56659.9
56661,56661,56662.5,56658.8,56661.5,56660.75,56659.25,56658,56659.25,56657.75,56659,56658.75,56658.75,56658.5,56658.5,56659.75,56660.25,56660.75,56660.75,56660.75,56660.25,56660.25,56663.25,56662.5,56662.75,56659.9,56669.1
56670.8,56670.8,56670.8,56664.5,56668.8,56670.5,56669.75,56670.5,56668.75,56669,56667.25,56667,56668,56668,56668,56668,56667.75,56667.75,56666.5,56667,56668.5,56667.5,56667.25,56666.75,56666.25,56669.1,56668
56669.8,56669.8,56669.2,56664.2,56666.5,56669.75,56669.75,56668.5,56668,56668.5,56666.5,56666.5,56667.5,56667.5,56667.75,56667.75,56666.75,56667,56668.5,56668.5,56667,56665.75,56665.25,56666,56663.5,56668,56668
56669.8,56669.8,56669.2,56664.8,56670.5,56669.5,56669.25,56667.75,56667.25,56667,56664.75,56665.25,56665.25,56666.25,56667,56666.5,56667.5,56666.5,56666.5,56666.5,56666.5,56666.5,56666.5,56666.5,56665.5,56668,56666.8
56668.5,56668.8,56667.2,56664.8,56670.2,56668.25,56667.25,56667.25,56666.75,56664.25,56664.25,56664.5,56664.5,56664.75,56664,56664,56664.25,56665.25,56665.25,56665,56665,56666.5,56665.25,56664.5,56664.5,56666.8,56664.6
56665,56665,56664.2,56664.8,56670.2,56664.75,56664.25,56663,56663.5,56663.75,56663.75,56664.25,56664.25,56661,56662.75,56663.75,56664,56665,56664.75,56664.25,56664.75,56664.5,56665,56664,56664,56664.6,56663.4
56663,56663,56662.8,56664.2,56669.8,56662.75,56661,56662.75,56662.5,56661.75,56661.25,56660.25,56660.5,56663.25,56663,56662.75,56663.75,56663.75,56662.5,56662,56662,56662,56663.25,56660,56657.75,56663.4,56648.8
56647.2,56647.2,56649.5,56652.5,56652,56647,56646.25,56646.25,56648,56649.75,56649.5,56648.5,56648.25,56648.25,56648.25,56649.5,56650.75,56651,56650.75,56650.75,56650.5,56650.25,56649.25,56649.5,56649.75,56648.8,56653.4
56653.5,56653.5,56652.8,56655.8,56658,56653.25,56652,56652,56651,56652.25,56652,56652.5,56651.25,56650.75,56650.75,56650.75,56651,56653.25,56653.5,56654.5,56656.5,56656.25,56656.75,56656.25,56655.75,56653.4,56655
56655.5,56655.5,56654.8,56656.2,56659,56655.25,56654.25,56654,56654.25,56653.75,56652.25,56652.75,56653.25,56653,56654.75,56654.75,56654.75,56653.25,56654.25,56656.25,56655.5,56654.5,56654.5,56655.5,56654.75,56655,56655.1
56656,56656,56655.2,56655.8,56662,56655.75,56654.75,56654.5,56650.75,56651.25,56651.25,56651.25,56650.5,56652.75,56653.5,56652.25,56652.25,56652.25,56653.75,56655.25,56655.5,56653.75,56652.75,56652,56652.75,56655.1,56692.1
56693.2,56693.2,56692.5,56689.8,56692.2,56693,56692.75,56693,56694,56691.75,56691,56692,56690.5,56690.25,56691,56691.25,56691.25,56689.5,56689.75,56690,56686.75,56686.75,56686.5,56685.25,56685.5,56692.1,56692.3
56693.2,56693.2,56692.5,56690,56693,56693,56692.75,56694.5,56694.25,56691.75,56691,56691.5,56690.5,56690.25,56691,56691.5,56691.5,56691.5,56691.25,56692,56692.75,56692.25,56692,56689.25,56688.75,56692.3,56715.7
56715.8,56715.8,56716,56714.2,56715.8,56715.75,56716,56715.75,56718,56717,56716.5,56715.75,56714.25,56715,56715.25,56715.25,56715.25,56715,56715,56714.25,56710.25,56710.25,56710.25,56709.75,56709,56715.7,56714.8
56715.8,56715.8,56715.5,56712.5,56714.8,56715.75,56715.5,56715.5,56715.75,56715.25,56714.25,56713.75,56713.75,56713.5,56713.5,56714.75,56714.25,56713.25,56713.25,56711,56708.75,56709.25,56709.75,56709.25,56708,56714.8,56726.1
56727.8,56727.8,56727,56722.8,56721.2,56727.75,56729.75,56730.75,56726.5,56726.75,56726.5,56725.25,56724.75,56723.5,56723.75,56725.5,56725.5,56727.25,56726,56724.25,56724.75,56725,56720.75,56719,56719,56726.1,56736.5
56739,56739,56737.5,56732.8,56733.2,56738.75,56736.25,56737.25,56737.25,56737.75,56738.5,56734.75,56734.5,56734.75,56734,56734,56733.75,56733.5,56733.75,56735.75,56735.75,56734,56733.25,56733.25,56732.5,56736.5,56737.1
56739,56739,56737.5,56737,56734.8,56739,56737,56737.25,56737,56737.5,56737.25,56735.25,56735,56734.75,56735,56735.75,56734.5,56734.5,56735,56736,56736,56736.25,56734.75,56733.75,56735.25,56737.1,56719
56717.5,56717.5,56718,56722.5,56723,56717.5,56718,56718,56718,56718.5,56717.75,56718,56718.25,56719.25,56719.25,56719.25,56719.5,56719.25,56719.25,56719.25,56719.25,56719,56719,56718.5,56718,56719,56720.6
56718.2,56720.2,56719.8,56724,56723,56718.5,56720.25,56719.75,56719.5,56719,56720.25,56721.75,56721.5,56722,56723,56721.5,56722.25,56722.25,56723,56722.75,56721.5,56721.75,56721,56721.25,56721.75,56720.6,56706.4
56708,56708,56705.5,56703.2,56703.8,56708,56707.5,56709.5,56709.25,56707.25,56705.75,56705.25,56705.5,56705,56706.25,56706.25,56707.5,56707.5,56707.75,56707,56706.25,56706.75,56712.5,56713.5,56715.75,56706.4,56701.2
56700,56700,56700.5,56702.8,56700.8,56700.25,56700.25,56700.5,56701.75,56701,56702.75,56703,56702.75,56703.25,56703.25,56702.5,56702.5,56704.25,56704.75,56704.75,56704,56704.5,56706.25,56708.25,56711.25,56701.2,56710.9
56714,56714,56713,56705.8,56706.2,56714.25,56714.5,56713.25,56712,56710.5,56710.25,56709.75,56707.75,56708,56708,56708.5,56709.5,56710,56710.5,56710.75,56711.25,56710.75,56709,56708.75,56708.25,56710.9,56728.8
56731.5,56731.5,56730.5,56720,56728.5,56731.75,56731.75,56731.75,56730,56727.25,56727,56728,56728.25,56727.25,56728.75,56728.5,56729,56729.75,56730.5,56730.5,56730,56724.5,56724.75,56723,56723.5,56728.8,56732.1
56733.5,56733.5,56734.8,56728.5,56726.2,56733.75,56736.25,56734.75,56733.75,56733,56731.75,56730.25,56731.25,56732.25,56732.75,56732.25,56732.25,56732.25,56732.25,56731.75,56731.75,56731.75,56731.5,56732.75,56733.25,56732.1,56731.7
56730.2,56730.2,56734,56731,56732.2,56730.5,56734,56732.25,56734.25,56733.25,56731.25,56731.25,56731.25,56732,56732.5,56732.5,56732.25,56731.75,56732,56732,56732,56732.75,56732.75,56733.25,56733.25,56731.7,56733.7
56733,56733,56735,56731.2,56733.2,56733.25,56735.5,56735,56736,56735,56733,56733.5,56734.5,56734.5,56733,56732.5,56733,56732.75,56732.5,56732.75,56732.75,56732.75,56733.25,56733.25,56733,56733.7,56730.9
56732,56732,56730.5,56731,56731.5,56732,56730.25,56728.75,56729.75,56730,56731,56731,56729.25,56730,56730,56730.5,56730.5,56730.25,56729.75,56729.75,56729.75,56729.75,56730,56729.5,56730,56730.9,56734.4
56735,56735,56732.8,56732.8,56738,56735.25,56735.25,56736.75,56735.75,56733.25,56733.25,56733.5,56732.25,56732.25,56733.25,56732.5,56734.25,56733.5,56734.75,56735,56734.5,56734,56733.75,56732.75,56733.25,56734.4,56776.3
56775.5,56775.5,56775.2,56773,56778,56775.75,56780.5,56781,56777,56777,56776.5,56776,56774.25,56775.5,56776.75,56778.75,56780.25,56781,56780.75,56783.25,56783.25,56782.25,56782.25,56781.5,56781,56776.3,56771.2
56769,56769,56768.2,56769,56779.2,56769,56769.5,56770.25,56771.5,56771.75,56772.5,56772.25,56771.75,56773.75,56774,56774,56773.75,56773.75,56773.75,56774.25,56773.75,56774,56774.5,56775,56774.5,56771.2,56753.9
56751.5,56751.5,56752.2,56758,56759.8,56752,56752.5,56752.75,56754.25,56752.5,56753.25,56754.5,56756,56754,56753.75,56753.5,56753.25,56753.5,56754.5,56757.25,56757.25,56758.25,56755.5,56759.75,56764.75,56753.9,56754.7
56751.8,56751.5,56752.2,56759.5,56757,56752.25,56752.75,56753,56754.75,56756,56757.5,56757,56757,56756.75,56757,56757.25,56757.25,56756,56756.5,56758.25,56758.5,56758.5,56759,56759.25,56759.25,56754.7,56736.9
56734.8,56734.8,56735.8,56740.8,56741.2,56733.25,56734.75,56735.25,56737.25,56738.75,56738,56736.5,56737.5,56738.25,56738,56738.5,56738,56738,56737.75,56738,56739.5,56740,56740.25,56740.5,56741,56736.9,56740.8
56738.2,56741.5,56740.5,56744,56741.5,56738.25,56741.75,56742,56740.5,56740.5,56741,56741.5,56740.75,56740.25,56740.25,56740.5,56740.25,56740.25,56740.5,56740.5,56740.5,56740.25,56741.75,56742,56741.75,56740.8,56750.7
56753.5,56754,56754,56756.5,56749,56753.5,56749.75,56747.25,56748.5,56746,56746,56746,56746.75,56747,56746.5,56746,56745,56744.75,56745,56744.5,56744.75,56744.75,56744.5,56742.75,56743.5,56750.7,56747.2
56748,56747.5,56747,56745.2,56744.2,56748,56749,56748.25,56748.5,56749.25,56747.25,56747.75,56746.25,56746.75,56747.25,56746,56745.75,56746,56745.75,56746.25,56746.5,56746.25,56746,56746.75,56746.75,56747.2,56770.7
56771,56771,56769,56768,56774.5,56771,56776.25,56775.25,56772.25,56770,56770.25,56768,56768.5,56769.5,56771.25,56767.25,56770,56774.25,56774,56772.25,56770.25,56770.5,56770.5,56772.25,56770.75,56770.7,56777
56780.2,56778.8,56778.2,56773.5,56777.5,56780.25,56778.75,56778.5,56775.75,56774,56774.25,56774.25,56773.25,56775,56775.75,56775.5,56774.25,56773.75,56774.75,56773.5,56773.5,56773.5,56773.5,56773.25,56772.25,56777,56759
56757,56757,56755.5,56760.2,56764.8,56757.25,56758.25,56758.5,56759.75,56759.5,56760.25,56760.25,56760.25,56760.25,56759.5,56759.5,56760,56760,56761.5,56760,56760,56760,56760.5,56760.25,56759.5,56759,56760
56757.8,56757.8,56760.2,56760.5,56759.8,56758,56761.5,56761.75,56761.75,56762.25,56761,56761.25,56760.75,56760.5,56761.25,56762,56760.75,56761.25,56761.5,56760.5,56760.75,56762.25,56762.75,56765.75,56768.75,56760,56753.2
56753.8,56753,56751.2,56750.8,56753.2,56754,56754,56754.25,56753.25,56752.5,56755,56754.25,56753.75,56755,56755,56755.5,56755.5,56755,56754.5,56755.5,56755,56755.75,56756,56755.75,56756,56753.2,56747.9
56749.8,56747.5,56748,56747.2,56745.5,56750,56750,56748,56747.25,56747,56747.5,56747.5,56747,56748.25,56749.25,56748.75,56748.75,56748.75,56749.25,56748.75,56748.75,56750,56749.25,56749.25,56750.25,56747.9,56757.8
56759.2,56758.8,56756.8,56751.5,56756.8,56759.5,56759.5,56760.5,56761.25,56760.25,56756,56757,56757.25,56757.5,56757.25,56756.75,56755.25,56756,56756,56755.5,56755.5,56755.5,56754.75,56756.25,56757,56757.8,56739.9
56740.8,56740.8,56741.5,56739.2,56734,56741,56741.5,56741,56742,56739.75,56740.25,56739.75,56741,56741,56740.5,56741.75,56740,56740.25,56740.75,56742,56742,56742.5,56742.5,56741.5,56742.5,56739.9,56735.6
56737,56734.2,56734,56733,56733.8,56737.25,56738.75,56737,56735.25,56736.75,56737,56736.5,56736,56736.5,56736,56736,56736,56736.75,56737,56737.25,56737.75,56739.25,56739,56739,56738.75,56735.6,56751.6
56751.8,56749.5,56749,56750,56751.2,56751.75,56753.25,56753.75,56755.25,56755.25,56754,56752.5,56750.75,56750.75,56749.75,56749.25,56749.5,56749.75,56751.25,56751.5,56751.25,56751.25,56753.5,56754.25,56754.25,56751.6,56751.4
56750.5,56750.5,56747.5,56750,56752.8,56750.5,56753.25,56753,56753.75,56754.75,56750.75,56751.5,56751.75,56752.75,56752,56752.25,56752.25,56752.5,56752,56751.5,56751.75,56752,56752.25,56752.25,56751.75,56751.4,56741.1
56738.5,56741.2,56742,56741.8,56741,56738.5,56741.25,56741.5,56742,56742,56742,56742.5,56742.25,56742.25,56744,56744,56743.5,56743,56743,56742.75,56743,56742.5,56743,56743.5,56744.75,56741.1,56727.9
56727.2,56725.2,56726.5,56729.5,56727.8,56727.5,56729.25,56728.5,56728.5,56728.75,56729,56729,56728.75,56728.75,56729.25,56729.25,56729.25,56729.25,56729.5,56729.5,56728.75,56728.75,56733.75,56734.25,56734.75,56727.9,56719.6
56721.8,56719,56718.5,56717.5,56717.2,56721.75,56722.75,56719.25,56720,56719.75,56719.5,56720,56720,56721.5,56723.5,56724.5,56724.75,56724,56724.5,56724.25,56724.25,56725,56724.75,56724.75,56725,56719.6,56697.4
56694,56694,56694,56701,56703.5,56694.25,56698.75,56699,56698.25,56697,56697.25,56699,56698.25,56698.25,56698.25,56698,56698,56699.5,56699.25,56700.25,56700,56700,56700.5,56700.25,56700.25,56697.4,56697.4
56698,56696.2,56695.2,56698.5,56696.8,56698.25,56699.25,56698,56697.5,56698.25,56698.25,56697.75,56697.5,56696.75,56697.25,56698.5,56698.5,56699.5,56699,56699,56698,56697.75,56698.5,56698.5,56703.25,56697.4,56697.3
56699.5,56697.5,56695.8,56697.2,56696,56699.5,56699.75,56698.5,56697.25,56697.25,56697.25,56696.25,56696,56695.5,56696.75,56697.75,56697,56697,56696.75,56698.25,56698.25,56699.75,56701.25,56702.75,56703.5,56697.3,56715.7
56715.8,56715.8,56718,56713,56715.2,56715.75,56718.25,56718.25,56716.75,56716,56713.25,56714.75,56714.5,56714.75,56714.5,56715.5,56714.25,56713.75,56715.5,56715.5,56715,56714.25,56713.75,56713.5,56712.25,56715.7,56700
56696,56696,56700.2,56707.8,56708.8,56696,56697.25,56697.75,56698.25,56699,56699.25,56700.25,56700,56698.5,56703,56703,56702.75,56703,56703.5,56703.75,56702.25,56701.75,56702.5,56702.5,56704.5,56700,56680.2
56677.5,56677,56679,56683.5,56681.5,56677.75,56679.5,56679.75,56680,56680.25,56680.75,56681.5,56683.25,56684.25,56683.5,56685.75,56686.5,56686.5,56686.75,56687.75,56687.75,56687.5,56688,56688.25,56691.5,56680.2,56676.7
56674.2,56674.2,56676,56677.5,56677.8,56674.75,56674.5,56676.25,56677.5,56678,56678.5,56678.5,56678.25,56679.75,56679.75,56681.5,56682.75,56682.75,56681.25,56682.5,56682.75,56682.75,56683,56682.25,56681.75,56676.7,56649.2
56649.8,56649.8,56646.5,56646.8,56658.5,56649.75,56648.25,56646.75,56646.5,56647.75,56647.5,56647.75,56648.75,56648.5,56649.75,56650.75,56650.5,56649.25,56649.75,56649.25,56649.25,56649.25,56650.25,56651.5,56650.25,56649.2,56637.5
56634,56638.2,56637,56639.2,56638.8,56635.5,56634.75,56638.25,56638.25,56637.25,56637.75,56637.75,56639,56639.25,56640,56640.25,56640.75,56640.25,56640.75,56640.75,56641,56642.5,56641.75,56642.75,56642.75,56637.5,56638.1
56634.8,56639.5,56637.8,56639,56638.8,56634.75,56634.5,56636.75,56636,56637.5,56638.75,56640.75,56640.5,56641.25,56640.75,56640.5,56640.75,56640.75,56641,56641,56642.5,56643.75,56643.5,56643.25,56643.25,56638.1,56642.5
56641.5,56641.5,56643.2,56640.2,56643.5,56641.75,56643.75,56643,56643.25,56643,56643.25,56643,56643.5,56643.75,56644.25,56644.25,56644,56644.75,56645.25,56645.25,56646.5,56647,56647.5,56648.5,56652,56642.5,56644
56644.8,56645.2,56643.2,56642,56641,56644.75,56641.75,56644.5,56643.5,56644.75,56644.75,56645,56644.75,56644.25,56645.5,56645.5,56646.5,56646.5,56646.75,56648.5,56648.25,56647,56647.75,56648.25,56647.25,56644,56643
56642.5,56642.5,56644,56641.2,56641,56642,56642.25,56643.75,56645.5,56644.25,56646,56644.25,56645,56644.75,56643.75,56644,56645.5,56646.25,56646.25,56645.25,56645.25,56646,56646,56646.25,56647.5,56643,56645.5
56645.5,56646.5,56643.8,56643.5,56650.2,56645.25,56645.25,56645,56645.75,56645,56645.5,56645.5,56644.75,56644.25,56645.25,56645.5,56645.75,56646.5,56647,56647.25,56647.25,56647,56647,56647,56646.5,56645.5,56678.8
56678.8,56682,56685,56685,56674.8,56678.75,56675.75,56677.5,56674.75,56675.75,56674.25,56674.5,56674.5,56676,56676,56674.75,56675.75,56675,56674.75,56673.25,56673.25,56673.5,56674,56674.5,56674.5,56678.8,56676.9
56678.2,56678.2,56679.2,56685,56674.8,56678.25,56675.25,56674.75,56673,56673.5,56673.5,56673.5,56674,56673.25,56673.25,56674,56674,56674,56673,56673,56673,56672.5,56672.5,56672.25,56671,56676.9,56667.5
56668.8,56670.2,56665.8,56664.8,56667.5,56668.75,56665.75,56665,56665,56667.5,56667.75,56668.75,56668.75,56668.25,56667.75,56668.75,56668.75,56669.25,56669.25,56669.75,56669.5,56669.5,56670,56669.25,56669.25,56667.5,56661.2
56658.2,56659.2,56657,56664.5,56665,56658.5,56659.25,56659,56660.25,56663,56663.5,56663.5,56665,56664.5,56664.25,56665.75,56665.75,56665.25,56665.25,56666.25,56666.25,56665,56664.5,56663.25,56663.75,56661.2,56641.6
56638.5,56638.5,56642,56642.2,56639,56639,56642.25,56642.25,56644,56642.5,56645.25,56645.25,56645.75,56647,56647.25,56647.25,56647.75,56647.75,56649,56649.25,56651,56651,56651.25,56653.5,56652.75,56641.6,56647.2
56645,56646.5,56643.5,56651,56651.8,56645,56644.75,56643.5,56645.75,56647.5,56649,56648.75,56649,56649.5,56649.5,56650,56650,56649.5,56650.5,56650.5,56652,56652.5,56652.75,56655,56655.75,56647.2,56648.8
56648,56650,56647,56651,56651.8,56648,56648.5,56647.75,56646.5,56646.75,56646.25,56648.5,56648.5,56649.75,56649.75,56649.5,56649.75,56650,56650,56650.25,56650.25,56651.75,56652,56652.25,56651.75,56648.8,56653.9
56652.8,56656.8,56651,56650.5,56655.5,56653.25,56654.5,56656.75,56652.5,56653.25,56653.75,56654,56654.25,56654.75,56655.75,56655.5,56656,56656.25,56656.5,56656.5,56656.75,56656.25,56657.25,56658.5,56659.75,56653.9,56650.7
56649,56651.2,56650,56650.5,56650.2,56649.25,56651.25,56651.75,56650.5,56650.5,56650.5,56650.5,56653.5,56653.75,56653.75,56655,56655.25,56655.75,56656,56656.25,56656.75,56657.25,56657.75,56658.75,56659.75,56650.7,56649.9
56649,56650,56650.2,56650.5,56649.2,56649,56648,56650.25,56650.25,56650.25,56650.25,56649.25,56650.25,56651,56653,56654,56654.25,56654.75,56655.25,56655.75,56655,56655.25,56657.25,56658,56659.25,56649.9,56648.8
56649,56649,56646.8,56645.8,56643.2,56649,56649.5,56651.75,56649.75,56649.5,56649.5,56651,56650.75,56652.5,56652.5,56653,56653,56652,56651,56652,56652.25,56652.5,56652.75,56653.75,56655.25,56648.8,56646.7
56647.8,56649,56646.5,56645.8,56644.5,56647.75,56647.75,56646.5,56645.75,56645.75,56646.25,56646.5,56646.5,56646.75,56647.75,56647.75,56648.25,56648.5,56649.25,56649.5,56649.75,56649.5,56649.25,56647,56649,56646.7,56647.4
56647.5,56647,56646.5,56645.8,56644.5,56647.75,56647.75,56648,56646.75,56648.5,56649,56649.25,56649.75,56648.75,56649.25,56650.5,56651.75,56652.5,56652.25,56651.75,56651.75,56651,56652.75,56653,56655,56647.4,56653.1
56653.2,56653.2,56650.5,56651.2,56651.8,56653.5,56653.75,56654.5,56652.5,56652.75,56653.5,56655.25,56655.25,56655.25,56656.25,56656.25,56656.75,56659,56658,56659,56660,56662,56662,56662.5,56662.25,56653.1,56670.4
56672.8,56671.5,56667.2,56667.8,56669.8,56672.5,56671.25,56671,56670,56671,56670,56670.25,56670,56670.25,56669.25,56669.75,56670,56669.75,56670,56670.5,56671,56670.5,56670,56669,56669.5,56670.4,56644.4
56645.5,56644.2,56641.5,56641,56643,56645.5,56645.25,56645.25,56643.5,56645.25,56646.75,56645.5,56646.25,56646.75,56646.5,56646.25,56646.25,56646,56647,56646.75,56647,56647.5,56646.5,56647.5,56646.75,56644.4,56629.3
56628.2,56624.2,56627.2,56633.2,56632.2,56628.25,56627.25,56627.25,56627.5,56629,56628.75,56631.75,56631.75,56631.5,56631.75,56630.5,56630.25,56630.25,56631.25,56631.5,56632.75,56632.25,56632,56632,56633.75,56629.3,56654.3
56653.2,56656.2,56652.8,56653.5,56659.2,56653.25,56654.5,56654.5,56653.75,56653,56653.25,56654.25,56654.25,56652.75,56652.25,56652,56651,56650.5,56652.75,56654.25,56654,56653.5,56654.25,56654.5,56653.75,56654.3,56651
56649.8,56650,56645.2,56655.5,56655.8,56650,56650,56648.75,56650.5,56651.5,56651.5,56651.25,56652.75,56652.25,56652.25,56651.25,56651.5,56651.75,56651,56650.75,56651.25,56652.5,56651.5,56651.75,56654.25,56651,56651.5
56651.5,56651.8,56645.2,56651,56656.8,56651.75,56651.75,56652.5,56650.25,56650.25,56650.5,56652.25,56651.75,56651.75,56651.5,56651.75,56650.5,56650.25,56650,56651,56651.5,56651.5,56652.25,56652.5,56651.5,56651.5,56651.4
56648.5,56649.8,56646.5,56651.2,56656.8,56649,56650,56653.75,56651,56651,56652.5,56653.5,56653.75,56653.75,56653.75,56653.75,56654.75,56654.25,56654.25,56654.5,56654.25,56654.25,56654.75,56656,56655,56651.4,56646.1
56646.2,56646.2,56646.2,56644.8,56643.5,56646.5,56647.5,56647.5,56647.5,56644.75,56646.75,56646.25,56646.75,56649,56649,56648,56648.25,56648,56648.25,56648.25,56649.25,56649.5,56649.75,56651.5,56651.75,56646.1,56646.8
56646.2,56646.5,56646.2,56646.8,56651.2,56646.5,56646.5,56646.5,56646.75,56645.5,56644.5,56646.5,56645.75,56646,56646.75,56648.5,56648,56648.25,56648,56648.5,56649.5,56649.5,56649.5,56649.75,56651,56646.8,56638.9
56636.8,56636.8,56636.8,56642,56638.8,56637,56638,56638.75,56640,56639,56641.25,56641.5,56641.5,56641.25,56641.25,56642,56642.5,56642.75,56645,56646,56646.25,56647.75,56647,56646,56646.5,56638.9,56639.1
56637.5,56637,56639.5,56640.2,56639,56637.75,56638,56640.5,56639.75,56639.75,56640.25,56640.5,56640.25,56639.5,56639.75,56640.5,56640.75,56640.75,56640.75,56640.75,56640.75,56641.75,56642.5,56644.5,56644.75,56639.1,56634.4
56637,56634.2,56635.5,56629.2,56634.5,56637,56636.25,56636,56634.5,56633,56632.5,56633.25,56634.5,56634.5,56634.5,56634.75,56634.75,56634.5,56634.75,56634.75,56635.25,56635.5,56635.5,56637.75,56638,56634.4,56636.2
56637.2,56637.2,56635.5,56634.2,56634.2,56637.25,56637,56637.5,56638.25,56637.75,56635.75,56635.5,56635.5,56635,56635.25,56635.5,56636,56636.75,56636.75,56636.75,56636.75,56638.5,56639,56640.25,56640.5,56636.2,56666.2
56668.2,56666,56665.5,56665.5,56663.8,56668.25,56668.5,56667.5,56666,56667.75,56665,56665,56665.25,56664.75,56664.25,56665.5,56664.75,56666.5,56664.25,56664.25,56664,56662.75,56665,56665.75,56665.25,56666.2,56662.7
56663,56663,56660.2,56665.2,56665.2,56662.75,56662,56660.5,56662.75,56661.75,56662.25,56661.75,56663.25,56663,56663.5,56663.5,56664,56665,56664.75,56664,56664.25,56664,56664,56665,56666,56662.7,56659.5
56659.8,56659.2,56657.2,56660.8,56661,56659.75,56661.5,56658,56658.25,56658.25,56659.75,56660,56659.75,56660.5,56660.5,56661,56661.5,56662,56663.5,56663.5,56663.25,56664,56662.75,56666,56664.5,56659.5,56643.5
56642.8,56646.2,56641.5,56640.8,56640.5,56643,56646.25,56643,56642.5,56645.75,56645.75,56646.5,56645.5,56645.25,56646,56647.5,56646.5,56647.5,56648.5,56646.5,56646.5,56646.25,56647.25,56647.25,56645.5,56643.5,56636.7
56634.8,56635.5,56635,56638.2,56635.8,56634.75,56635.25,56635,56637.75,56638.25,56638.5,56639.75,56641,56640,56640,56640,56641.5,56641.75,56643,56641.5,56641.75,56643.25,56644.75,56644.75,56645,56636.7,56623.4
56619.2,56620,56621,56628.8,56627,56619.5,56620,56621.5,56621.5,56623.5,56625.25,56626.75,56626.75,56626.25,56626,56626.75,56625.5,56625.5,56625.5,56626.25,56627,56626.75,56626.75,56627.25,56627.75,56623.4,56632.5
56632.2,56635.8,56630.8,56633,56632.8,56632.25,56635.25,56631.75,56633,56631.25,56632.25,56632.5,56631.75,56632.25,56632.25,56632.25,56632.5,56633.5,56633.75,56633.75,56633.75,56633.75,56633.75,56632.75,56633,56632.5,56629.7
56630.8,56629.2,56630.8,56629.2,56631.2,56630.75,56629.25,56629.75,56627.75,56627,56628,56629,56628.75,56628.75,56629,56629.5,56630.25,56630.75,56631.5,56632.25,56632.25,56631.75,56630.5,56629.75,56629.25,56629.7,56628.9
56628,56628.2,56627.5,56629,56631.2,56628.25,56628.5,56629.25,56630.25,56630.25,56627.75,56628.75,56628.75,56628.5,56628.75,56629.75,56630.5,56631,56631.75,56631.75,56632.25,56632.25,56631,56630.5,56629.75,56628.9,56616.6
56615.5,56614,56616.8,56617.8,56620.5,56615.75,56617.75,56616.75,56615.75,56612.75,56616.5,56617.5,56618.25,56619,56618.5,56619.25,56619.25,56619,56619.5,56619.5,56618.75,56618.75,56618.5,56620,56619.5,56616.6,56613.9
56614.8,56615,56615.5,56610.5,56610.2,56615,56615,56615.25,56613.5,56613.75,56612.75,56613,56616.5,56616,56617.5,56617.25,56617.5,56617.25,56617,56617,56617.5,56618.75,56618.75,56618.75,56620.5,56613.9,56613.4
56613.5,56614,56615.5,56610.5,56609.8,56613.75,56614,56615,56611.5,56611.5,56611.75,56615,56615.5,56615.75,56616,56616.25,56617,56619,56619,56619,56619.75,56619.5,56620,56620,56622.25,56613.4,56618.7
56616,56616,56619,56619.8,56619.2,56616.25,56619,56619.75,56619.25,56619.75,56619.25,56619.5,56620.5,56622,56621.25,56621.5,56621.5,56622.75,56622.75,56624.25,56624.25,56624.5,56626.25,56626.75,56628.75,56618.7,56615.8
