"1000","3000","10000","30000","100000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
57696.5,57696.2,57699.2,57698.8,57692,57696.5,57697.5,57697.75,57698.25,57698.25,57698,57697.5,57697.5,57696.5,57696.25,57696,57695.75,57696,57696.75,57699,57699.5,57701.25,57700.5,57701.25,57703.5,57696.9,57695.4
57695.5,57695.5,57699.2,57695.8,57690.8,57695.75,57697.5,57696.5,57697.75,57695.5,57695.5,57694.25,57695.25,57695.25,57696,57696,57694.75,57695.75,57696,57695,57695.75,57699,57699.25,57699.5,57699.5,57695.4,57668.5
57668.2,57668.2,57670,57670.2,57667.8,57668.25,57668,57667.5,57668.25,57668.5,57669.25,57667.75,57667.5,57668,57667.75,57666.5,57667,57668,57669.25,57672.25,57671.75,57671.75,57671.75,57671.5,57670,57668.5,57691.7
57692.5,57692.2,57691.8,57686.8,57691,57692.5,57692.75,57693,57694.5,57693.75,57692.75,57692,57692.5,57691.25,57692.25,57691.75,57692,57693,57695,57695.25,57695,57695,57699,57699.75,57700,57691.7,57693.6
57695.5,57694,57690.2,57691.2,57692,57695.5,57696,57697,57693.5,57693.75,57692.75,57693.75,57693,57693,57692,57691.75,57692.5,57692,57691.5,57691.75,57693,57693.5,57695,57695,57696,57693.6,57692.8
57695.2,57695.2,57692,57692.5,57690,57695.5,57695.5,57692.5,57693.25,57692,57692.25,57691.5,57691.5,57691.5,57692.5,57691,57692,57692.5,57692.5,57692.25,57691.25,57692.5,57695.75,57695.75,57696.25,57692.8,57719.4
57722,57722,57720.5,57716.2,57718,57722,57720.5,57718.25,57717.75,57718,57719.5,57719.25,57718.75,57718.25,57715.5,57716,57716,57717.25,57717,57717,57717.25,57716.25,57716.25,57717.5,57716.75,57719.4,57717.3
57718.5,57717.8,57715.8,57715.5,57714.2,57718.75,57719.5,57719.25,57717.25,57717.5,57717.75,57717.75,57718.75,57718.25,57718,57714.5,57714.25,57714.25,57714.5,57715,57716.5,57716.75,57716.75,57716.75,57718.25,57717.3,57718.4
57720.2,57718.2,57717.8,57715.5,57714.5,57720.25,57719,57719,57718.75,57720,57718.25,57719.5,57719.5,57719.25,57718.75,57717.5,57716.25,57715.5,57715.5,57716.25,57717.75,57718,57718.25,57717.75,57718.75,57718.4,57716.9
57719.8,57716,57717.5,57715.5,57714.5,57719.75,57720.25,57718.75,57718,57717.75,57716.25,57716.25,57714.25,57713.5,57714.25,57713.75,57714,57714,57714,57713.5,57715.25,57715.25,57715.25,57714.5,57715.5,57716.9,57719.6
57722.5,57717.8,57720,57718,57715.8,57722.5,57725.25,57721.75,57721.5,57720.25,57720.5,57719.25,57719.5,57718,57718.25,57718.5,57718,57718.25,57718.5,57718.5,57719.25,57719.25,57720,57719.25,57719.25,57719.6,57739
57745.2,57741,57739.8,57734,57734,57745.25,57744,57741.75,57741,57740.75,57735.25,57734,57734.5,57734,57734.75,57735.75,57736.25,57735.75,57735.75,57736.25,57734.75,57735.25,57734.5,57735.75,57736,57739,57736.5
57740.2,57740.2,57738.5,57733,57730.5,57740.25,57739,57738.75,57738,57734.25,57734.5,57734.25,57734,57735.25,57734,57734.5,57735.75,57735.25,57735.25,57735.25,57734.75,57735.5,57737.25,57737.75,57737.25,57736.5,57735.7
57735.5,57735.5,57737.8,57732.2,57729.8,57738.75,57738,57738,57738,57737.25,57737,57737.5,57734.75,57734.5,57732.75,57733.25,57733.5,57734.5,57734.5,57734.5,57734.75,57735.5,57736,57735.5,57738.25,57735.7,57756
57759.5,57759.5,57756.8,57753.5,57752.5,57759.5,57758.25,57757,57756.5,57754.5,57753.75,57754.5,57753.5,57753.25,57753.75,57752.75,57752.75,57753,57753,57752.75,57752.5,57751.25,57749.5,57749.5,57750,57756,57733.9
57735.2,57735.2,57734,57729,57729.8,57735.25,57735.25,57734,57736.25,57736.5,57736,57734.5,57736.25,57735.25,57734.5,57735.75,57736.5,57737.5,57738.5,57741.25,57741.75,57742,57743.5,57743.5,57742.5,57733.9,57724.8
57724.5,57724.5,57724.5,57723.2,57725.2,57724.5,57724.5,57723.75,57723.25,57725,57725.25,57726.25,57725.75,57726.25,57726.5,57726,57726.5,57728.5,57727,57726,57724,57721.5,57722,57721.5,57721.75,57724.8,57716.3
57717.5,57717.5,57717.5,57716,57712.8,57717.75,57717.75,57717.75,57715.75,57715.75,57715.25,57715.5,57714.25,57715,57716,57715.5,57715.5,57714.75,57716,57715.5,57715.75,57715.75,57715.5,57715.5,57715,57716.3,57718.4
57722,57722,57718.8,57715.5,57713.8,57722,57717,57718.25,57717,57716.75,57716.5,57716.75,57718.5,57718.25,57716.75,57718.75,57718.25,57717.75,57717.5,57718.25,57718.25,57719,57719.75,57721.25,57721,57718.4,57703.8
57702.2,57701.8,57701,57707,57706,57702,57701.75,57701,57701.25,57703,57703.75,57707,57707.25,57706.5,57707.75,57708,57709.5,57707.5,57709.25,57711.25,57710.5,57712,57713,57715.5,57715.5,57703.8,57700.3
57703.2,57703.2,57700.2,57698.5,57694,57703.25,57702.5,57701,57699,57700.5,57700.25,57700.25,57700.5,57699,57699.5,57698.75,57700.25,57700.25,57700.25,57700.75,57700,57700,57702.25,57703.5,57706.25,57700.3,57700.2
57699.8,57699.8,57703,57701.5,57695.5,57699.75,57700.5,57702,57701.25,57701,57701,57698.75,57699.5,57701,57700.5,57700.5,57700.75,57699.75,57700,57699.75,57700.25,57702.5,57706.25,57706.5,57706.75,57700.2,57680.7
57680.8,57680.8,57683,57680,57679,57681,57681,57681,57681.25,57680.25,57680.25,57681,57680.5,57680,57680.5,57681.25,57681.25,57682,57682,57681,57680.75,57682.25,57681.5,57683,57683,57680.7,57683.5
57685,57685,57684.2,57683.2,57682.5,57685,57685.5,57683.75,57684,57681,57683.25,57683,57682,57682,57682.5,57682.5,57682.5,57682.75,57682.25,57683,57682.75,57682.75,57683.25,57683.75,57684.75,57683.5,57689.5
57693.2,57693.2,57689.5,57688.2,57684.8,57693,57692.75,57691,57687.75,57688,57688,57687.25,57686.5,57686.75,57687.5,57688.25,57688.5,57686.75,57687.25,57688.75,57689,57689,57690.5,57690.5,57689.25,57689.5,57694.8
57696.8,57694.2,57694,57690.8,57691,57696.75,57701,57699.5,57699.75,57695.75,57695.75,57695.5,57694,57693.5,57694.25,57694,57694.5,57696.5,57697,57698.5,57698.5,57698.25,57699.25,57701.75,57701.75,57694.8,57715.5
57717,57717,57716.8,57712.2,57712.8,57717,57718.25,57717,57715.25,57715,57715.25,57715.5,57715.5,57715,57715.25,57715.75,57716,57715.5,57715.25,57715,57715.25,57715.75,57715.75,57714.5,57713.5,57715.5,57714.6
57717,57716.8,57717,57711.5,57710.2,57718.75,57717,57717,57713.75,57712.75,57713.75,57713.25,57711.75,57712,57712,57712,57710.25,57710.5,57711.25,57711.25,57711,57711.75,57712.25,57712.25,57712.25,57714.6,57705.1
57708.2,57708.2,57705,57701,57701.5,57708.25,57705.25,57704.5,57704.5,57705.75,57705.75,57704,57704,57704.25,57704.25,57704.5,57704.75,57704.5,57705,57706.75,57706.75,57704.25,57702.75,57702.75,57704,57705.1,57675.1
57675.8,57675.8,57675.5,57674.2,57675.2,57675.75,57675.25,57674.75,57675.5,57674.5,57675.25,57674.75,57675.5,57674.75,57674.25,57673.75,57675,57675,57677.25,57677.75,57677,57677.75,57677.75,57677.25,57677.25,57675.1,57672
57671,57671,57672.8,57671,57674,57671,57671.5,57671.5,57672.5,57672,57673,57672.5,57673,57672.75,57673.5,57674,57674.5,57674.75,57675.25,57675.5,57675.75,57675.5,57676.75,57673.5,57673.5,57672,57662.2
57664.2,57664.2,57663.8,57658,57655.8,57664.25,57663.25,57663.5,57661,57662,57662.5,57662.75,57663.25,57663,57663.5,57663.5,57663.5,57664.25,57663,57663.75,57663.75,57663.75,57664,57664.25,57664.25,57662.2,57650.4
57650.8,57650.5,57651,57649.2,57650,57650.5,57650.5,57649.25,57648.75,57651,57651,57650.75,57650.75,57650.5,57650.5,57650.25,57649.75,57651,57651.75,57651.25,57652,57652.75,57650.75,57650.75,57653.25,57650.4,57654
57657,57657,57656.5,57653.5,57651,57651.25,57656.75,57654.5,57655.5,57653.5,57653.25,57652.5,57652.75,57653.25,57653,57653.5,57654,57655,57655.75,57655,57655.5,57655.75,57657.75,57657.25,57658.75,57654,57665.3
57666.2,57666.2,57664.5,57665.8,57671.2,57666,57664.5,57665,57664,57664,57662.25,57661.25,57661.5,57662.5,57664,57663.5,57663,57663.5,57663.5,57663,57664.25,57664,57664,57664.25,57663.5,57665.3,57667.4
57668,57668,57668.5,57667.5,57667.5,57667.75,57667.75,57667.25,57669.5,57667.25,57666.5,57666.25,57665.75,57666,57666.5,57666,57666.25,57667,57667.25,57666.75,57666.75,57667.75,57667.5,57668.75,57668,57667.4,57684.6
57688.2,57688.2,57688.2,57681.5,57683.2,57688,57684,57682.75,57681.75,57681.75,57682.75,57681.5,57682.25,57682,57682,57681.75,57680.5,57680.25,57680.5,57680.25,57679.25,57679.25,57677,57676.25,57677,57684.6,57685.4
57687.5,57687.5,57685.8,57681.8,57687.2,57687.25,57685.75,57685.75,57686.25,57683.5,57684,57684.25,57683.25,57683.5,57682,57681,57681.5,57680.5,57680.75,57680.25,57679.5,57679.5,57679.75,57681.5,57680.5,57685.4,57721.3
57724.2,57724.2,57722,57717.2,57717.8,57724.25,57723,57723.75,57720.75,57720.25,57718.5,57719.5,57719.75,57720,57719.75,57720.25,57719.25,57719.5,57720,57720,57719.75,57720,57720,57720,57719.5,57721.3,57712.3
57714,57714,57712.2,57712.2,57710.8,57714,57713.5,57713,57713,57712,57712.25,57711.25,57711.25,57709.5,57710,57707.5,57707,57707.25,57706.25,57706,57705.5,57705.5,57704.5,57705,57700.25,57712.3,57702.8
57705,57705,57702.8,57702.5,57700.5,57705,57703.75,57701.25,57701.25,57701.25,57702.75,57702.75,57701.75,57702.5,57702.75,57702.5,57701,57700.25,57700.25,57700.5,57701.25,57701.25,57700.75,57701.25,57699.5,57702.8,57709.4
57712.2,57712.2,57710,57706.8,57704.5,57712.25,57711,57712,57712.25,57710,57707,57706.75,57706.5,57706.75,57706.25,57706.25,57706.75,57707.25,57707.25,57707,57707,57705.25,57705,57704.75,57704.75,57709.4,57704.9
57707,57707,57708.5,57702.8,57702.8,57707,57705.75,57704.25,57703.75,57704.25,57703,57702.75,57702.25,57702.25,57701.75,57701.25,57699.75,57700.25,57700.25,57700.25,57700.5,57700.5,57700.75,57700.25,57699.25,57704.9,57705.3
57706.8,57706.8,57708,57702.8,57702.8,57707,57707,57708,57707,57704.25,57703.5,57703.5,57703.5,57703.25,57703,57703,57703,57702.75,57702.5,57700.5,57700.5,57701.5,57701.75,57701.25,57701.75,57705.3,57705.8
57708.8,57708.8,57709.8,57703.2,57702.8,57706.75,57708.5,57707.75,57703.75,57704,57703.5,57703.5,57703.5,57703,57703,57703.5,57703.5,57703,57702,57702.75,57703,57702.5,57704.5,57704.5,57704,57705.8,57711.9
57713.5,57711.8,57711.5,57710,57712.8,57713.5,57713.75,57713,57712.5,57710.25,57711,57711.5,57710.25,57710.75,57710,57710,57708.5,57708.5,57710,57709.5,57709.5,57709.25,57708.75,57709,57709.75,57711.9,57725.2
57727.8,57727.8,57727.8,57725.2,57729,57727.5,57726,57724.75,57721.5,57721.75,57721.75,57721.5,57720.25,57719,57719,57718.75,57718.75,57718.75,57718.75,57719.5,57719.75,57719.5,57720.25,57719.75,57718,57725.2,57722.8
57725.2,57725.2,57724,57718.2,57719,57725,57724.5,57724.75,57723.75,57722.75,57722.25,57722.5,57722,57721,57719.25,57719.25,57719.75,57719.5,57719.25,57718.5,57718,57717.25,57716.75,57716.75,57716.5,57722.8,57718.7
57721,57722.5,57719.2,57718,57718.5,57720.75,57717.75,57717.75,57717.25,57717.75,57715,57716,57716,57715.75,57715.75,57714.75,57713,57713.25,57712.75,57712.75,57712.5,57713.25,57713.75,57714.25,57714.5,57718.7,57690.2
57692.2,57692.2,57690,57690.2,57687.8,57692.25,57693,57691.5,57690.25,57687.5,57688.5,57688.5,57689,57689.25,57689,57689.25,57689.25,57691.25,57691.25,57691,57692.5,57692.75,57693,57693.5,57693.5,57690.2,57689.7
57690.8,57690.8,57690.2,57688.5,57690.8,57691,57692.25,57690.25,57688,57688.25,57688.25,57688,57688.5,57688.5,57689,57689.5,57689.75,57690.25,57689.25,57688.75,57691,57691,57692.25,57691.75,57693.75,57689.7,57690.8
57692.8,57692.8,57691.8,57688.2,57690.8,57692.5,57691.25,57691.75,57691,57688.5,57688.5,57690,57688.5,57688.5,57690.25,57690.75,57691,57691,57689.5,57691.25,57691.25,57692.75,57693,57692.75,57694,57690.8,57672.6
57677.5,57677.2,57671,57672,57666,57677.25,57677.25,57673,57671.5,57671.75,57671,57671.5,57670,57669,57669,57668.25,57669.5,57669.5,57669.5,57669.25,57669.25,57669.75,57671,57673,57673,57672.6,57670.6
57670.2,57670.2,57672.5,57670.2,57672,57670.5,57671.5,57672.5,57670,57670,57669.5,57669.5,57668.75,57668.25,57667.25,57668,57669,57669.25,57669.25,57669.5,57672.5,57673,57673,57674.5,57674.75,57670.6,57670.6
57670.8,57670.2,57669.8,57670,57672,57670.75,57673.75,57670.25,57670.75,57671,57671,57670.5,57670.5,57670.75,57671.75,57671,57671,57670.75,57672.5,57674.5,57674,57675.5,57676.75,57675,57673.75,57670.6,57667.9
57669.5,57665,57665.5,57667.2,57667.8,57669.5,57670.75,57669.25,57669.25,57669,57668.75,57669,57667.5,57666.75,57667,57667,57666.5,57667.25,57667.5,57667.5,57666.75,57665,57664.5,57667.25,57669,57667.9,57671.7
57673.8,57673.8,57671.5,57668.8,57670.8,57674,57675.25,57673.5,57673.5,57671.25,57671.25,57670.5,57668.5,57669.25,57670.25,57670.25,57670.25,57669.5,57669.75,57669.75,57670,57673.5,57673.25,57673,57672.5,57671.7,57678.3
57679.2,57679,57677.2,57675.5,57677.5,57680.75,57679.75,57680.75,57680.5,57680.5,57678.75,57676.75,57676.5,57675.5,57675,57675.25,57674,57673.75,57674.5,57675.5,57676.25,57676,57676,57677.75,57678,57678.3,57653.2
57654.8,57654.8,57653.8,57653,57651.8,57654.5,57652,57651.25,57651.5,57652,57652.25,57652.5,57654,57653.5,57652,57652.25,57652.5,57652.75,57653.5,57654,57654,57654,57654.5,57654.25,57654.25,57653.2,57670.2
57670.8,57670.8,57671.5,57673,57673,57670.75,57670.75,57669.25,57669.75,57669.75,57666.25,57666.5,57666.5,57666.75,57666.75,57665.75,57665.75,57665.75,57664.5,57665,57666.5,57666.25,57665,57665.75,57668,57670.2,57661.4
57663.8,57663.8,57660.2,57660.2,57661.8,57663.5,57662.5,57660.25,57660,57661.5,57659,57659.5,57659,57659.75,57660,57659.5,57659.75,57659.5,57659.5,57658.75,57659.25,57659.75,57659.75,57659.75,57661.75,57661.4,57646.6
57647.2,57647,57644.8,57649.5,57648.5,57647.25,57647.25,57646.5,57644.75,57644.25,57645,57644.25,57647,57647,57646,57646,57646,57646.5,57646.75,57647.75,57648.75,57651,57650.75,57652,57652.75,57646.6,57646.9
57650,57650,57647.8,57647.8,57645,57646.5,57646.25,57645.75,57647.75,57647.75,57645.5,57644.75,57644,57644,57644,57644,57644,57644,57644.5,57646,57646,57646,57645.75,57645.5,57644.75,57646.9,57635.4
57637.8,57635,57633.2,57634.8,57637.2,57637.75,57635.25,57634,57633.25,57633.5,57633.75,57634.5,57636,57636.25,57637.25,57637.25,57636.5,57636,57636.25,57636,57636,57636.75,57636.75,57636.75,57640.25,57635.4,57594.6
57598.2,57598.2,57596.5,57596.2,57586.2,57598.25,57596.5,57593.75,57593.5,57593.5,57592,57592,57592.75,57592.75,57593,57593.25,57592.75,57592.75,57593.75,57593.75,57593.25,57593.75,57594.5,57594.25,57595.75,57594.6,57597.5
57600,57600,57598.8,57595.8,57590,57600,57599,57598.5,57596.5,57598,57596.5,57596.5,57597.75,57597.75,57598.25,57598.25,57598.25,57596.75,57596.75,57597.75,57600.75,57601.5,57600.25,57600,57600.25,57597.5,57601.7
57601.8,57600,57601,57601,57603.2,57601.75,57601,57601.5,57601,57601,57600.75,57602.75,57602.25,57602.75,57601.75,57602.25,57600.75,57600.25,57604,57604,57604.75,57604.25,57604.25,57605.75,57602.5,57601.7,57554.4
57553,57553,57556.2,57554.2,57560.8,57552.75,57552.75,57555.75,57554.25,57551.5,57551.75,57552.75,57552.5,57553.75,57554.75,57554.75,57554.5,57555,57555.75,57555.25,57555.25,57553.75,57552,57545.5,57545.75,57554.4,57556.7
57554.2,57554.2,57557.5,57559.2,57558.2,57554.25,57554.25,57554,57554.75,57557.5,57558,57558,57558.5,57559.5,57559.25,57559.5,57559,57558.75,57557.75,57557.5,57557.5,57557.25,57557.25,57558.75,57558.25,57556.7,57558.1
57556.2,57556.2,57558.8,57562.2,57561,57556.25,57555.5,57558.5,57558.5,57557.5,57558.25,57557.75,57556.75,57556.75,57556.75,57558.25,57558.25,57558.25,57558.25,57559,57558,57558,57557.75,57559.25,57559.25,57558.1,57551.6
57549.8,57548.2,57550.5,57553.2,57554,57549.75,57549.75,57550.5,57552.5,57552.5,57553,57553.25,57552.5,57553.75,57553,57553.25,57554.25,57553.5,57554,57554.75,57554.75,57553.5,57551,57552,57551.25,57551.6,57555
57556.2,57556.2,57550.5,57553.2,57554.2,57556,57556,57555.75,57556.75,57557,57553.25,57555.25,57555.25,57555.75,57556,57555.25,57555.5,57555,57556,57555,57556.5,57556.25,57556.25,57557.25,57557.25,57555,57596.8
57596.8,57596.8,57594.5,57597,57599.5,57596.5,57596.5,57597.5,57598.75,57596.25,57597,57596.5,57596.25,57596.5,57595.5,57595.75,57595.75,57594.5,57595,57595.25,57595,57592.75,57591.25,57591.5,57591.5,57596.8,57626.4
57626.2,57622.5,57629,57629,57627.5,57626.25,57630.75,57629,57628.75,57626.25,57624.5,57624.5,57624.5,57624,57624.5,57624,57625,57625,57623.75,57623.75,57621.25,57621.25,57620,57617.75,57617.75,57626.4,57623.1
57620.5,57620.5,57622.2,57625.5,57629.5,57620.5,57620.75,57622.25,57623,57623,57623.25,57623.25,57623.25,57624,57624,57624,57624.5,57624.5,57624,57621.25,57621.5,57622,57617.25,57617.25,57617.25,57623.1,57581
57586.2,57586.2,57587.2,57585,57569.8,57577.75,57579.75,57585.5,57584.5,57579.5,57577.75,57576,57577.5,57576.75,57575,57575,57574,57571.5,57571.25,57570,57570,57568.5,57569.75,57569.75,57570,57581,57582.9
57588.5,57588.5,57585.2,57585.2,57572,57588.5,57584.75,57583,57583.25,57581.75,57581.75,57578.5,57578.25,57577.5,57574.75,57573,57572,57571.75,57574.75,57574.75,57574.25,57575.75,57579,57576.5,57576.5,57582.9,57563.5
57569,57569,57567.5,57558,57553.2,57569,57566.75,57567.5,57566.5,57561,57561.25,57560.5,57560.25,57560,57558.75,57560.25,57561.25,57561.5,57560.75,57560.75,57560.75,57559.5,57557.75,57561,57561,57563.5,57590.5
57593.5,57593.5,57592,57585.2,57590.2,57593.5,57592.25,57591.75,57590,57587.25,57589.5,57588.75,57589.5,57589,57590,57590,57588,57587,57586,57587.25,57585.5,57585.25,57585.25,57583.5,57583.25,57590.5,57591.8
57594,57594,57593.8,57587.5,57590.2,57594,57594.25,57593.75,57593.25,57591,57589.5,57589.25,57589.75,57590.5,57590,57589.75,57591.25,57591,57592.75,57592.75,57592.25,57591.25,57590.25,57590,57588,57591.8,57568.6
57567.2,57570.8,57570.8,57568.2,57561.8,57567.25,57570.75,57570.5,57569,57569,57569,57570,57570.5,57570,57568.75,57568.25,57568.25,57568.75,57566.5,57566.75,57566,57564.5,57565,57565,57564.75,57568.6,57553.2
57556.2,57556.2,57553.5,57555.5,57551,57556,57550,57550.75,57551.25,57550.25,57551.75,57551.5,57551.75,57551.25,57551.25,57550,57549.75,57549.25,57548.5,57548.75,57548.5,57547.5,57545.5,57545.5,57546.5,57553.2,57533
57534.2,57534.2,57534,57534.2,57531.5,57534.25,57531.75,57529.75,57533.5,57533.25,57530.25,57530.25,57533,57534,57532.75,57533.25,57533.75,57533.25,57533.25,57533.5,57531.75,57531.75,57533.5,57532.75,57532,57533,57551.8
57556.5,57556.5,57551,57549.8,57552,57552.5,57549.5,57548.25,57546.75,57550.25,57550.25,57551.25,57550.5,57550.5,57550.75,57549.5,57550.5,57551,57550.25,57549.75,57551,57550.5,57550.5,57550.5,57551,57551.8,57568.6
57573.8,57573.8,57572,57572.2,57567.2,57573.5,57570,57566.75,57564,57564,57561.75,57562,57561,57560.75,57560.25,57559.75,57559.75,57559.25,57559.5,57559.5,57559,57557.25,57557.25,57557.5,57557.25,57568.6,57571.2
57572.8,57572.8,57576.2,57577.8,57570.5,57572.5,57571.25,57568.25,57569.5,57568.75,57568.5,57566.25,57566,57566.75,57565.5,57562.5,57562,57563.25,57563,57563,57564,57563.75,57563.5,57563.5,57563.5,57571.2,57614.3
57614.5,57614.5,57614.5,57616,57614.8,57614.25,57614,57614,57614.75,57614,57613.5,57613.5,57614,57613,57609.25,57609.75,57610.5,57611.25,57612,57611.5,57608.25,57608.25,57608,57607.25,57607.5,57614.3,57603.4
57604.8,57604.8,57603,57602,57599.5,57604.75,57605,57604.5,57605.75,57604,57604.25,57605,57605.5,57602.25,57601,57601,57600.5,57600.75,57601.25,57601.25,57600.75,57601.25,57602.25,57603.25,57599.5,57603.4,57610.5
57610.2,57610.2,57611,57617.2,57608.8,57610.25,57607.75,57611.75,57609.5,57609,57609.5,57609.25,57609,57607.5,57608,57608.5,57604.75,57604.5,57604,57604,57604.25,57604.75,57604.75,57605.75,57605.25,57610.5,57620.8
57620.5,57620.5,57617.5,57622.5,57626.8,57620.5,57623,57622,57622.25,57623.5,57619,57617.5,57618,57617.25,57615.75,57616.25,57617.25,57617.25,57613.75,57613.25,57615,57615.25,57613.75,57614,57614.5,57620.8,57620.3
57618.8,57618.8,57625,57626.5,57617,57618.5,57617.5,57619.5,57621,57621,57621.75,57621,57617.25,57617.5,57616.25,57615.5,57616,57616.5,57616.5,57616.5,57615.75,57615.25,57615,57614.25,57612,57620.3,57602.1
57600.5,57600.5,57604.2,57605.8,57604.5,57600.25,57599.5,57601.75,57601.25,57600.5,57600.5,57601.25,57602.25,57602,57599.75,57598.75,57598.5,57600.5,57600,57601.75,57603.5,57603.75,57603.25,57602.5,57601.5,57602.1,57600.3
57600.5,57601,57604.2,57605.8,57602.5,57600.25,57599.5,57597.75,57599.5,57600.25,57600.5,57595.75,57595.5,57595.25,57595.5,57595,57594.5,57594,57593.75,57593.75,57594.25,57594,57592.5,57592.75,57591.25,57600.3,57593.3
57594.8,57594.8,57593.2,57597.2,57595.8,57592.75,57592,57593.25,57593,57591.75,57593.5,57589.75,57589.75,57589.5,57589.5,57589.5,57590.5,57589.25,57587.75,57588.5,57589.5,57589,57587.5,57585.5,57587.25,57593.3,57596.1
57596.8,57596.8,57596.5,57597.5,57601,57596.5,57596.5,57596.5,57595.25,57595.25,57594.5,57593,57591.25,57591,57591,57591.25,57591,57591.25,57590.25,57586.5,57584,57584.25,57584.5,57583.25,57581.75,57596.1,57595.1
57594.2,57594.2,57593.8,57597.8,57599.5,57594,57593.25,57593.25,57597.75,57597.75,57597.5,57594,57592.5,57592.5,57592.5,57593.25,57593.25,57594,57594.5,57594.25,57594.25,57592.75,57593,57593,57592,57595.1,57592.2
57593,57593,57591,57596.8,57594,57592.75,57589.75,57590.75,57589.5,57589.75,57590.25,57591.5,57589.75,57589.25,57589.5,57589.25,57588.75,57589.25,57588.5,57589.75,57589.75,57590.75,57590,57590.25,57590.75,57592.2,57592
57591,57591,57593.2,57596.8,57593.8,57591,57590.75,57591,57593,57590.5,57592.25,57592.5,57591.5,57589.5,57588.5,57588.25,57588.75,57588.5,57590,57590.25,57590.75,57589.25,57590.25,57589,57587,57592,57590.9
57589.8,57589.8,57594,57594.8,57593,57589.75,57590.5,57590.25,57590,57589.75,57590,57589.5,57587.25,57588.25,57588.75,57587.75,57587.75,57587.75,57588.25,57589.5,57589.75,57589,57589.5,57588.75,57589,57590.9,57599.1
57599,57603.5,57604.2,57604.5,57598,57598.75,57596.75,57599,57598.75,57596,57594,57594,57594.25,57593.75,57594.75,57594.75,57593.75,57594.25,57594.25,57593.75,57593.75,57593.75,57592.25,57592,57588.75,57599.1,57618.7
57620.5,57620.5,57619.8,57622,57622.2,57619.5,57619,57616.5,57614.75,57614.5,57614.5,57615.25,57615.75,57616.25,57614,57613.5,57613,57612.5,57612,57608.25,57608.25,57609.5,57607,57607.5,57609.25,57618.7,57620.5
57621.8,57621.8,57620.5,57622.8,57623.2,57621,57620.5,57620.5,57620.5,57617.5,57617,57617.75,57617.75,57618.5,57618.5,57618.5,57616.25,57616,57615.5,57615,57614.5,57612.5,57614.25,57614.5,57614.5,57620.5,57621.5
57621.8,57621.8,57620.5,57622.8,57624.8,57621.75,57622.25,57622,57622.75,57620.75,57618.5,57619,57619,57619.5,57618.75,57617.75,57616.75,57616,57615.75,57617.25,57614.5,57614.75,57615.25,57615.75,57615,57621.5,57616.4
57618,57618,57619.8,57620.8,57616.5,57618,57617.25,57613.5,57614.25,57614.5,57614,57613.5,57612.75,57611.5,57612,57610.25,57610,57610,57610,57610,57611,57608,57608.5,57609,57608.75,57616.4,57577.9
57578.5,57578.5,57578.5,57580.2,57582.2,57578.5,57577.75,57577.75,57574.5,57574.5,57575.5,57575,57574.25,57575.25,57573.5,57573.75,57573.5,57573.5,57574.25,57574.25,57574.25,57576,57574.75,57573.75,57573.75,57577.9,57581
57580,57580,57582.8,57584.2,57582.8,57580.25,57580.25,57580,57579.75,57579.75,57579.75,57581,57580.75,57579.25,57578.25,57577.75,57577.5,57577.25,57576.75,57576.75,57576.5,57576.5,57577,57577.25,57578,57581,57585.6
57586.8,57586.2,57586.2,57587,57587.2,57586.75,57586.5,57585.5,57585.5,57583.75,57583,57582.75,57584,57583.5,57582.75,57583.5,57583.25,57582.75,57581.25,57581,57580.5,57580.5,57580.5,57580,57580.75,57585.6,57585.1
57584.8,57584.8,57586.2,57587,57585.8,57584.75,57584.75,57586,57585.5,57584.25,57584,57583.5,57584,57584.25,57582.5,57582.5,57582.25,57582,57581,57582.25,57582,57582.25,57582.25,57582,57581.75,57585.1,57586.8
57584.8,57584.8,57587.8,57589.2,57589,57584.75,57584.75,57587.5,57587.5,57587,57586.5,57587.5,57587.25,57586,57586.25,57585.75,57584.5,57586.25,57585.75,57585.75,57583.5,57583.25,57583,57583.5,57582,57586.8,57610.5
57610.2,57610.2,57611.2,57613.5,57613.2,57610.25,57609.25,57610.75,57609.5,57608.25,57608.25,57608.75,57607.75,57608.25,57606.5,57605.75,57605.75,57605.25,57605.75,57604.75,57605,57604.25,57603.75,57603.75,57602.75,57610.5,57579.8
57578,57578,57583,57583,57581,57578.25,57578.25,57580.5,57578.75,57579.75,57579.5,57580.25,57580,57575.75,57576,57576.5,57576,57576.5,57576.25,57576.25,57577,57578.25,57578.25,57578,57577.25,57579.8,57584.7
57583,57583,57587,57586.8,57584.8,57583,57583,57585.5,57586.75,57586,57585.5,57584,57583.75,57584,57582.5,57582.75,57583.75,57583.75,57583.25,57583.75,57584.75,57583.75,57583.5,57583.75,57583,57584.7,57605.5
57607.2,57607.2,57606.8,57604,57607.5,57607,57606.75,57606.75,57605.75,57605,57605,57601.5,57601.5,57601.75,57601.75,57600.25,57597.5,57597.5,57597.5,57596,57595.5,57595.5,57596,57595.25,57594,57605.5,57603.6
