"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32764.5,32762.5,32762.5,32760.8,32758,32762.25,32762.75,32762.5,32763,32763.25,32762.5,32762.5,32762,32761.75,32761.75,32762,32762,32761.75,32761.75,32762.5,32763,32763.75,32763.25,32762.75,32762.75,32762.08,32763.24
32765.5,32762,32763.5,32762.3,32761.3,32764.75,32762,32763,32763.5,32763,32763.75,32764,32763.75,32763.75,32764.5,32763.75,32763.5,32763.75,32762.75,32763,32763.75,32763.5,32763.5,32761.5,32761.75,32763.24,32761.97
32761,32761.3,32762.3,32762.3,32760.5,32761,32761.25,32762.5,32763.5,32763.5,32763.25,32763.25,32763.25,32763.5,32763.25,32764.25,32764.75,32763.75,32763.25,32763.25,32762,32762,32762.25,32763.75,32763.5,32761.97,32766.95
32767,32765.8,32766.8,32767.8,32770.3,32766.75,32765.75,32767.25,32767,32766.25,32766.5,32766.5,32765.75,32765.25,32765.5,32765.75,32765.75,32765.75,32765.75,32765.75,32765.75,32765.5,32765.75,32766,32767.25,32766.95,32763.07
32762.8,32763.5,32763.8,32765,32766.8,32762.5,32761.25,32763.25,32761.25,32761.75,32762,32761.75,32761.75,32761.5,32761.25,32759.75,32759.75,32759.75,32760,32760.5,32760.75,32760.5,32760.5,32759.5,32758.25,32763.07,32752.52
32754,32751.3,32751.3,32752.8,32754,32752.75,32754,32751.75,32752,32752.75,32753.25,32753,32749.75,32749.75,32750.5,32750.5,32750.5,32750,32749.75,32749.75,32747,32746.75,32746.75,32746.25,32747,32752.52,32754.74
32755.3,32755,32753.3,32754.5,32755.8,32754.5,32754.75,32754.5,32754.5,32754.75,32754.75,32755,32755,32755.25,32755.25,32755.5,32755.5,32754,32754.25,32754,32753.25,32753.25,32753.25,32754.25,32753.25,32754.74,32738.02
32737.8,32738.5,32738.3,32736.3,32737,32735.75,32737,32738.25,32738.25,32740.25,32740.25,32741,32741,32739.25,32739.25,32738.75,32739.75,32739.25,32739.25,32739.5,32739.5,32739.5,32739,32739.25,32738.5,32738.02,32743.47
32746.3,32742.8,32744,32742.8,32742.8,32743.75,32742.75,32743.5,32744,32743,32742.75,32743,32742.75,32743,32743,32743.75,32743.75,32743.75,32743.75,32743.25,32743.25,32743,32742.25,32744.5,32744,32743.47,32741.16
32741,32742,32741.5,32740.5,32742.8,32740.25,32740.5,32740.5,32740.5,32741,32741.5,32741,32741,32741,32741.25,32741.25,32741.25,32741.5,32741.75,32741.75,32741.25,32740.5,32740.25,32740.5,32740.5,32741.16,32742.64
32743.5,32742.3,32740.3,32741,32742.8,32742.75,32743.5,32743.5,32743,32742.75,32744,32743.5,32743.25,32744,32745,32744.5,32744.5,32744.75,32744.5,32745.5,32745.25,32744.75,32744,32742.25,32742.25,32742.64,32750.52
32751.3,32751.3,32748.8,32750,32750.8,32749.25,32750.75,32750.75,32751.5,32750.25,32750.75,32751,32750.75,32750.75,32749.25,32749,32748,32748.5,32748.75,32749.25,32749,32748.75,32749,32749.25,32749,32750.52,32758.15
32761,32759,32756,32757.5,32757.5,32759.75,32759,32758,32756.75,32756.75,32757.25,32756.75,32757.75,32757.75,32757.75,32758,32757.75,32757.75,32758,32758,32757.5,32756.25,32756.25,32756,32755.75,32758.15,32758.73
32761.5,32759,32756.5,32757,32758,32760.75,32760.25,32759.25,32758,32758.25,32757.75,32757.75,32758.5,32758.75,32758.5,32759,32759,32759,32759.5,32759.25,32759,32759.5,32759.5,32759,32758,32758.73,32771.99
32772.5,32770.8,32770.8,32774,32775.5,32772.5,32771.25,32771.5,32770,32771.25,32771.25,32771.25,32771.25,32771.25,32771.25,32770.5,32771,32771.5,32771.75,32771.75,32771.75,32771.75,32770.75,32770.25,32770,32771.99,32771.52
32771,32770.8,32770.8,32771.8,32776,32773,32771.25,32771.5,32769.75,32770.5,32770.5,32770.75,32770.25,32771.25,32771.25,32771.25,32771.25,32771.75,32772,32771.25,32772,32771.75,32771.75,32769.5,32769.5,32771.52,32776.84
32775.8,32775.5,32775.5,32777.3,32779.5,32777.25,32776.25,32776.25,32777.75,32777.5,32776.75,32777,32776.75,32777.5,32778,32778,32778.25,32778.25,32778,32778,32778.25,32778.25,32778.5,32777.5,32778.5,32776.84,32774.98
32776.5,32774.5,32773.8,32775.5,32777.5,32773.75,32774.25,32774,32775,32774.75,32774.25,32774.5,32774.75,32774.5,32775,32773.75,32773.5,32773.25,32773.75,32773.5,32773,32772.5,32772.75,32773,32772.75,32774.98,32789.94
32789.8,32789,32787.8,32787.5,32791.3,32790,32790.5,32790.5,32790.5,32790.5,32791.5,32792.75,32791.5,32791.25,32791.25,32791.25,32791.5,32791.5,32791.75,32791.5,32791.5,32792.25,32793,32792.75,32792,32789.94,32784.83
32782.5,32782.3,32781,32786,32790.5,32784.75,32783.25,32784,32785.75,32786.25,32786.25,32786.25,32786,32786.5,32786.25,32786.25,32787.5,32787.5,32787,32786.25,32786.25,32786,32786,32785.75,32785.75,32784.83,32784.84
32783,32782.8,32781.8,32785.5,32789,32783.25,32783.25,32783.5,32786,32786,32785.75,32786,32788,32786.75,32786.5,32786.5,32786.25,32785.75,32786,32786,32785.75,32786.25,32786.5,32786.75,32785,32784.84,32767.71
32767,32767.5,32766.8,32767.5,32770,32765,32766.5,32767.25,32768.25,32768.5,32769,32769.5,32769.5,32769.5,32768,32768,32767.75,32767.25,32766.75,32766.25,32766.5,32766.5,32765.5,32765.5,32766,32767.71,32768.07
32768,32767.3,32766.8,32767.3,32770.3,32768,32767.25,32767,32768,32768.25,32768.5,32769,32769.25,32767.5,32767.5,32767.5,32767.25,32766,32766,32765.25,32765.25,32764.75,32764.75,32765,32765,32768.07,32759.56
32757.5,32759.8,32761.3,32761.5,32760,32757.5,32759,32759.5,32760.25,32759.5,32759.25,32759.25,32759.5,32760,32760,32761.25,32760.5,32758.75,32758,32758,32758,32757.75,32757.75,32757.25,32757,32759.56,32753.48
32755,32753.5,32751.5,32753,32753,32753.75,32753.5,32752,32753.5,32753.75,32753.75,32754,32754.25,32754.25,32756,32756,32756.25,32756.25,32755.25,32755.25,32754.75,32755,32754.25,32757.25,32756.75,32753.48,32754.26
32755,32752.5,32752.5,32756.8,32757.5,32753.25,32752.25,32752.5,32753.75,32754,32754.5,32754.5,32754.5,32754.75,32754.75,32754.75,32754.25,32754,32754,32753.25,32753.25,32753,32756,32756.5,32756.5,32754.26,32758.56
32760.3,32759,32756.3,32758,32760.5,32760,32759,32759,32756.75,32757.75,32757.75,32757.5,32758,32757.75,32757.75,32757.5,32757.5,32757.5,32757.25,32757.25,32756.5,32756.75,32756.25,32756.25,32756,32758.56,32751.2
32752,32749.3,32750.8,32751.3,32751.3,32752.5,32752,32752,32750.75,32750.75,32750.75,32750.75,32751.25,32751.5,32751.25,32750.5,32751.25,32751,32752.25,32752.25,32752.25,32752.25,32752.25,32752,32752,32751.2,32751.45
32752.3,32749.8,32750.3,32752.5,32752.3,32751.75,32751.5,32750.25,32750.75,32751.75,32751.5,32751.5,32751.75,32751.75,32752.25,32752.25,32752.25,32752.5,32753.75,32753.5,32753.5,32753,32753,32753.5,32753.5,32751.45,32749.67
32749.5,32749.3,32751,32752.3,32752.3,32747.5,32749.25,32748,32747.5,32747.5,32749,32749.25,32749,32749.25,32749.25,32749.25,32749.25,32748,32748,32749.5,32749.25,32749.25,32750.25,32750,32749,32749.67,32757.55
32759.8,32757.3,32756.3,32755.8,32758.5,32758.75,32757.5,32757.25,32757,32756.25,32757.25,32757,32757.25,32757.75,32757.75,32757.5,32757.5,32757.25,32757,32757,32757.25,32757.5,32757.75,32757.5,32757.5,32757.55,32757.18
32757.5,32757,32755.5,32757,32759,32758.25,32757.25,32757,32756,32755.75,32756.5,32757.25,32757.75,32757.75,32757.75,32757.5,32757.25,32757,32756.5,32756.25,32756,32756,32755.5,32756,32756,32757.18,32753.17
32753.3,32752.8,32752.8,32754.5,32757.8,32751.5,32752.75,32751.75,32752,32752,32752.25,32751.75,32752,32752.25,32752,32753.5,32753.75,32752.5,32752.5,32752.5,32752.5,32752.5,32752,32752,32752.25,32753.17,32757.62
32758,32758.3,32757.8,32757.3,32759,32756.75,32756.5,32757.25,32757.75,32756.25,32757.25,32757.25,32757.5,32757.5,32758,32758.5,32758.5,32758.25,32758.25,32757.5,32756.5,32756.5,32756,32756.5,32756.5,32757.62,32748.17
32748.3,32748,32747.3,32747.3,32746.5,32749.75,32748.25,32748,32748,32749,32749,32749.25,32749.25,32749.25,32749.5,32749.25,32749.5,32749,32749,32749.25,32749.25,32749.75,32750,32750.25,32750.25,32748.17,32749.74
32748.3,32749,32748.8,32750,32752,32749.75,32748.25,32749,32749.75,32749.5,32751,32750.5,32750.5,32750.25,32750.75,32751.25,32751.25,32751.75,32752.25,32752,32752,32752,32751.5,32751.5,32751.5,32749.74,32750.15
32749,32750,32749,32750,32752,32749.75,32749,32750,32750.25,32751.75,32751.25,32751.25,32751.25,32751.5,32752.25,32752.5,32753.5,32753.75,32753.75,32753.75,32753.75,32753.75,32753,32753,32753,32750.15,32763.9
32764.3,32765.3,32765.8,32761.8,32762,32765,32765.25,32764.5,32764.75,32764.25,32762.75,32761.75,32762,32761.5,32761.5,32764.5,32765,32764,32764,32764.25,32763,32762.5,32761.25,32761.25,32761.25,32763.9,32757.88
32755.5,32757,32759,32758.3,32758,32757.75,32757.25,32758.75,32759,32759.25,32759,32758.5,32758,32758.5,32759.5,32759.5,32759.5,32758.25,32758.25,32758.25,32758.25,32758.25,32759.75,32760.25,32759.75,32757.88,32739.64
32739.8,32741,32738.8,32739.5,32738.5,32738.5,32739.75,32741,32739.5,32739.5,32740.5,32740.75,32740.5,32741.5,32743,32742.5,32742.5,32742,32741.25,32741.25,32742.25,32742.75,32742.5,32741.75,32742.25,32739.64,32734.06
32733,32734.8,32734.8,32735.5,32732.5,32732.5,32732.25,32733.25,32734,32734.5,32735.75,32735.5,32735.5,32735,32734.5,32735,32735.25,32735.75,32736.25,32736.25,32737,32738,32737,32736.75,32737,32734.06,32736.6
32735.8,32735.8,32735.8,32736.5,32737.3,32737,32736.25,32737.75,32737.5,32736.75,32737,32737,32737,32736.75,32736.75,32736.75,32736.5,32736.25,32736.5,32736.5,32736.5,32736.5,32738.25,32738.5,32737,32736.6,32738.27
32738.3,32737.8,32737.8,32737.8,32737.5,32740.5,32739,32738.75,32738,32738.5,32738,32738.25,32738,32738.75,32739.25,32740.5,32741.75,32741.5,32740.75,32740.75,32741,32741,32741.25,32741.25,32742,32738.27,32739.14
32740.5,32738.3,32737.8,32737.8,32737.5,32741,32741.25,32739.25,32739,32738.75,32739,32739.25,32739.25,32739,32739.25,32739,32739.5,32739.75,32741,32740,32740,32740.25,32740.5,32740.5,32740.75,32739.14,32739.72
32739.8,32740.3,32738.8,32738.5,32737.5,32741.5,32740.25,32740.25,32740.25,32740.25,32740.25,32739.75,32740,32740,32740.25,32740.25,32740,32739.75,32740,32740,32739.75,32739.75,32739.75,32739.75,32739.75,32739.72,32723.27
32723.5,32724.3,32724.3,32723.3,32720.3,32723.5,32722.75,32723,32723.75,32723.5,32722.75,32724.5,32724.25,32724.5,32724.5,32725.25,32726.25,32727,32726.5,32727.25,32726.5,32727,32726.25,32726,32726.25,32723.27,32697.18
32698.5,32700,32700,32693.5,32690,32698.5,32697.5,32699,32697,32698.5,32698,32698.25,32698.75,32700.25,32700.25,32701,32700.75,32701,32703,32703.25,32703,32703,32702.25,32702.5,32702.5,32697.18,32719.4
32717.3,32716.8,32716.8,32722.8,32717.5,32718.5,32719,32722.5,32722.5,32721.25,32721.5,32721.75,32721.25,32720.5,32721.5,32721.5,32722,32722.75,32722.75,32722.75,32722.75,32722.75,32723,32723,32723,32719.4,32733.81
32735.8,32733,32732.8,32732.5,32735.5,32735.5,32732.75,32732.5,32732.75,32732.75,32732.75,32733.25,32734.75,32734.5,32733.75,32733.5,32732.75,32732.75,32732.5,32732.25,32732.5,32732,32731.75,32731.5,32732,32733.81,32727.02
32725.8,32724.8,32725,32728.8,32724.8,32726,32727.75,32729.5,32729.5,32729,32729,32729,32728.75,32728.75,32727.75,32727.25,32726.75,32727,32727.75,32727.75,32727.75,32727.75,32727.5,32727,32727.25,32727.02,32731.65
32731.3,32730.8,32732.3,32729.8,32732,32731,32730.75,32730.25,32732.25,32732.25,32733.5,32733.5,32732.75,32732.5,32732.5,32732.5,32733.5,32732.75,32732.5,32732,32731.75,32731.5,32731.5,32732,32732.5,32731.65,32720.79
32720.3,32719,32720.5,32721.8,32718.5,32721.5,32721,32720.5,32721.5,32721.5,32721.5,32721.75,32722.25,32722.5,32722.5,32720,32720.5,32720.25,32720.5,32720.5,32720.5,32720.5,32719.5,32720.75,32720.25,32720.79,32724.45
32724,32722,32722,32724,32727,32726,32724.5,32723.25,32724.75,32724.75,32725.25,32725.5,32725,32725.25,32724.25,32724,32723,32723.25,32724.75,32726.5,32726.5,32724.5,32724.5,32724.25,32723.75,32724.45,32720.27
32720.8,32720.8,32720.5,32720.3,32717.8,32721,32721.25,32721.5,32720.75,32720.5,32720.5,32720,32719,32719,32718.75,32719,32720,32720.5,32718,32718.5,32720.25,32722.25,32722.25,32721.75,32719.5,32720.27,32715.6
32714.3,32714.3,32713.8,32717,32718.3,32714.25,32714.75,32714.5,32714.5,32716.25,32716.75,32716.5,32718,32718.25,32718.25,32718.5,32718.5,32719.25,32719,32718.25,32718.25,32720.25,32720.5,32721.5,32722,32715.6,32706.39
32706.5,32704,32704.8,32705.8,32707.5,32706.5,32706.5,32706.75,32707.25,32707.75,32707.75,32707.25,32707.25,32707.75,32707,32707.25,32707,32707,32706.5,32706.5,32706.25,32706.5,32707.75,32708.5,32708,32706.39,32706.38
32708.5,32705.5,32705,32706,32706.5,32707.5,32705.5,32707,32706.75,32707,32706.5,32706,32706,32705.25,32704.25,32705.25,32705.25,32704.75,32706,32705.5,32704.75,32704.75,32704.5,32706.5,32707.25,32706.38,32708.46
32708.8,32707.3,32709,32708,32707.5,32709,32709.75,32709,32708.5,32707.75,32708,32707.5,32708.75,32709,32709.5,32709.5,32708.5,32708,32708,32708.25,32710.25,32711,32710.25,32710.25,32710.25,32708.46,32728.37
32727.8,32727.8,32727.8,32727.8,32732.5,32727.5,32727.5,32728.75,32729.5,32729,32728.25,32727.5,32727.25,32727,32728,32728,32726.5,32726.75,32726.75,32727.25,32727.5,32727.5,32727.75,32727.25,32726,32728.37,32727.54
32727.5,32727.5,32726.3,32725.8,32728.5,32727.75,32727.75,32727.5,32728,32728,32727.25,32726.75,32729,32729,32728.75,32728.75,32728.75,32727.75,32729.25,32729.5,32729.5,32729.5,32729.5,32729,32729.75,32727.54,32737.84
32737,32737,32737.5,32737.8,32740.3,32739.5,32737.5,32737.5,32737.5,32737.5,32737,32737,32737.25,32737.75,32737.75,32737.5,32737.25,32736.5,32736.5,32737.75,32737,32736.5,32736,32736,32736,32737.84,32753.91
32753,32753,32753,32753.8,32758.8,32753,32753.5,32753.75,32754.5,32754.5,32753.5,32753,32753,32752.75,32754,32754,32753.75,32753.75,32755,32755,32755,32755,32755.5,32755.5,32755.25,32753.91,32749.06
32748,32748,32747.3,32750.5,32746,32748,32748.25,32751.25,32751.25,32751.25,32751.75,32751.5,32751.5,32752.25,32753.5,32753.75,32753.75,32753.25,32752.75,32753,32753,32753,32753.25,32753,32753.5,32749.06,32745.23
32745.5,32746,32746,32744.8,32742.5,32745.75,32746,32745.5,32744.75,32744.5,32745.5,32745.75,32745.5,32745.5,32745.5,32745.25,32747.25,32747.25,32746.75,32746.25,32746.25,32746.25,32746,32745.25,32745.5,32745.23,32745.38
32745,32743.3,32745.5,32745,32746,32745.5,32747.25,32745.75,32746,32745.25,32745,32745.25,32745.25,32747.25,32747,32747,32746.75,32750,32749.5,32749.25,32749.25,32749.5,32749.25,32747.5,32748,32745.38,32742.91
32742.3,32742.3,32741.5,32744,32746,32741,32742.25,32743,32743,32743,32743,32743.75,32743.75,32743.75,32743.75,32743.5,32743.75,32745,32744.75,32744.5,32744.25,32747.75,32748.25,32748.25,32746.25,32742.91,32761.29
32760.3,32760.5,32761.8,32763,32764,32761,32760.5,32761.25,32761,32761,32760.25,32760,32760.5,32759.5,32759.25,32759.5,32760,32759.25,32759.75,32759.5,32760,32760.5,32761.5,32761.5,32761,32761.29,32762.4
32761.3,32760.8,32760.8,32762.5,32764.8,32763.5,32762.75,32762.5,32762.5,32762,32762,32762.75,32763,32763.5,32763.5,32763,32761.5,32762,32762.25,32761.5,32760.75,32761,32761,32761.75,32761.25,32762.4,32757.74
32759.3,32757.8,32757.5,32757.8,32756,32758.25,32757.5,32757.5,32758,32758,32758,32758,32757.25,32757.25,32757.5,32757.5,32757.25,32757.25,32757.25,32757.25,32757,32757.75,32757.25,32757,32756.25,32757.74,32755.04
32754,32753,32753.3,32754.8,32755.3,32754.25,32754.75,32756.25,32756.25,32756.25,32757.5,32757.25,32757.25,32757.25,32757.25,32757.75,32757.5,32757.5,32757.5,32757.5,32757.75,32757.75,32757.75,32757.25,32757,32755.04,32755.9
32754.8,32755.8,32755.8,32757.3,32754.8,32754.75,32755.25,32756.25,32756.25,32757.25,32757.25,32757,32757,32757,32757,32756.75,32756.25,32756.25,32756.25,32756,32756.25,32756.25,32755.75,32754.5,32755,32755.9,32756.15
32754.8,32754.8,32754.5,32756.8,32758.8,32754.75,32755.5,32755.5,32757,32757,32757.25,32757.25,32757.25,32757,32757,32757,32757,32757,32756.5,32756.75,32756.5,32756.5,32756.25,32756.25,32755.75,32756.15,32764.51
32764.3,32763.3,32763.5,32763,32766,32765.5,32765,32765.25,32764.25,32764,32764,32764,32766.25,32766.25,32766,32766,32766.25,32767,32766.25,32767.5,32767.25,32767.75,32766.75,32766.75,32766,32764.51,32759.82
32758.8,32757.5,32758.3,32760.3,32762,32758.75,32758.75,32759.75,32760.5,32760.75,32760.75,32762,32762.5,32762.5,32761.75,32761.75,32761,32761.25,32760,32760,32759.75,32759.5,32759.5,32759.5,32759.5,32759.82,32748.91
32746.5,32746.5,32746.5,32750.3,32753.5,32747.5,32748.5,32749.25,32749.25,32748.5,32750,32750.75,32750.5,32749,32750,32748.75,32749.75,32751,32750.75,32750.75,32750,32749.75,32750,32749.75,32749.25,32748.91,32748.49
32747.5,32747.3,32747.3,32748.3,32746.5,32750.5,32749.5,32749.5,32749,32748.5,32748.5,32750,32750.5,32750.25,32748.75,32749.75,32748.75,32748.5,32748.75,32748.75,32749.5,32749.5,32749.25,32749.25,32749.25,32748.49,32757.16
32758.5,32757.3,32756,32757.5,32760.3,32755.5,32757.25,32756,32756.75,32756.25,32755.5,32756.5,32757,32757,32756.75,32757.5,32757.25,32756.5,32756.25,32756.75,32756.75,32756.75,32757,32757.5,32757,32757.16,32762.13
32763.5,32761.3,32760.5,32762.5,32763.5,32762.5,32761.25,32761,32762.25,32762,32762,32762,32762,32762,32762,32762.5,32763,32762.75,32762.75,32762.25,32762.5,32763,32762.25,32762,32761.5,32762.13,32763.15
32764,32762.5,32763,32763,32763.5,32763.5,32762.5,32763.25,32763.25,32763.5,32763,32763.25,32763.25,32764.5,32764.75,32764.5,32764.25,32764.25,32764,32764.25,32763.75,32763.75,32763.75,32764.5,32763.75,32763.15,32763.67
32763.8,32763.8,32764.3,32764.5,32764,32762.25,32763.25,32763.25,32763.25,32763.75,32763.75,32763.25,32763.75,32764.5,32764.5,32765,32764.75,32764.75,32764,32764,32764.75,32765.25,32764.5,32764,32764.75,32763.67,32777.25
32776.8,32774.8,32774.8,32777.3,32779.3,32778,32778,32778.25,32777.25,32778,32778.5,32778.5,32777.75,32778.25,32777.75,32778,32778,32777.25,32776,32776,32775.5,32774.25,32773.75,32773.75,32773.75,32777.25,32772.7
32769.8,32769.8,32769.8,32774.8,32778,32770,32773.5,32772.5,32773.25,32774.25,32774.5,32775.25,32773.5,32773.5,32773.5,32773.25,32773,32773,32773.5,32773,32773,32773.25,32772.5,32771.75,32773.75,32772.7,32769.41
32767.5,32767.5,32769.8,32770,32768.3,32769.75,32768.75,32770,32770.75,32771.25,32771.25,32770.5,32770.5,32770.25,32770.25,32771.25,32770.75,32770.75,32769.5,32771,32771.5,32771.25,32770.75,32770.75,32770.75,32769.41,32768.69
32767,32767,32767,32766.3,32769.3,32768.75,32769.5,32770,32770,32770.5,32770.75,32770.75,32771.25,32771,32771.25,32771,32771,32771,32772.25,32772.5,32772.75,32773,32773.25,32771.25,32771.25,32768.69,32772.58
32769.5,32769.5,32772.3,32774,32777.5,32771.25,32772.75,32773,32773.5,32772.5,32772.25,32773.25,32773.25,32773.5,32773.5,32773.75,32773.5,32774,32773.75,32772.25,32771.75,32772.25,32772.75,32773.5,32773.5,32772.58,32763.96
32763.8,32763.8,32762,32763.5,32765,32765.75,32763.75,32763,32763.25,32763.5,32764,32764,32764.75,32765.5,32765.5,32765.5,32765.5,32766.25,32766.25,32766.25,32766,32766.25,32766.5,32766.25,32765.5,32763.96,32762.69
32763.3,32762.3,32761.5,32762.8,32765,32761.25,32763.25,32763.25,32762.5,32762.5,32762.5,32762.25,32762.5,32763,32763,32764,32764.5,32764.25,32764.25,32763.75,32764.5,32764,32764.25,32763.75,32763.75,32762.69,32774.92
32773.3,32773.3,32774,32776.3,32781.8,32775.5,32774,32774.25,32773.75,32773.5,32774.75,32773.5,32772.5,32772.75,32772.75,32772.75,32773.25,32772.25,32772.5,32772.5,32772.5,32772.5,32772.5,32771.75,32771.5,32774.92,32758.77
32756.8,32756.8,32756.8,32758.5,32762.5,32760.75,32760,32758,32758.5,32758.5,32759,32758.75,32758,32759.75,32759.5,32759.75,32760.25,32760,32758.5,32759,32758.75,32759.5,32758.75,32758,32758.25,32758.77,32764.01
32763.3,32763.5,32763.5,32763.5,32763.3,32764.5,32765,32764.25,32764,32764.25,32764.25,32764.5,32765.25,32765.25,32765.25,32765.5,32765.5,32764.75,32764.75,32764.75,32764.75,32765,32763.25,32762.5,32761.5,32764.01,32764.64
32761.8,32765,32765.5,32766.8,32765.8,32762,32763.25,32764.5,32764.75,32766,32765.75,32765.25,32765.75,32765.75,32765.75,32765.75,32765.75,32765.75,32766.25,32766.5,32766,32765.5,32765.75,32764,32764.25,32764.64,32764.86
32764,32764.8,32764.5,32763.3,32764,32764.25,32764.75,32765,32766,32766,32766.5,32766.25,32766.5,32766.25,32765.75,32765.5,32765.5,32765.75,32765.75,32766.25,32766.75,32766.25,32766.5,32766.25,32766.25,32764.86,32769.95
32770.3,32769.3,32770.3,32768.8,32767.3,32771.25,32771.75,32771.75,32771.5,32770,32769.5,32769.5,32769.5,32769.5,32769.75,32770.75,32771,32770.5,32770.25,32769.75,32769.5,32769,32767.75,32768,32768.5,32769.95,32769.98
32769.3,32769.8,32769.8,32770.3,32766.3,32770.25,32769.75,32770.5,32771.75,32770.75,32771.25,32771.25,32771.25,32770.75,32770.75,32771.25,32771.75,32772.5,32772.5,32773.25,32771.75,32772,32772.25,32772.5,32770.75,32769.98,32771.91
32773.8,32772,32772,32771,32768.5,32773.75,32772.25,32773.5,32772.25,32771.5,32771.5,32771.5,32772,32772,32772.5,32772.75,32772.75,32774.25,32774.25,32774,32773.75,32774,32773.5,32773.5,32773.5,32771.91,32775.5
32777.3,32776.8,32773.5,32774.3,32776.8,32774,32776.75,32775,32774.5,32774.5,32775.5,32775.5,32775.5,32775.75,32775.75,32775.75,32776.5,32776.25,32776.75,32776.25,32776.25,32775.75,32775.75,32775,32773.75,32775.5,32776.74
